Time (secs),[3d Latitude],[3d Longitude],[3d Altitude M],[3d Altitude Ft],[3d Heading],GROSS WEIGHT (KG),WIND SPEED,CAPT PITCH ATT,RIGHT ENG N2 TACHO,RIGHT ENG N1 TACHO,N1 #2 COMMAND INDICATED,N1 #1 COMMAND INDICATED,TE FLAP POSN - RIGHT,TE FLAP POSN - LEFT,FLAP 4 EXTEND,FLAP 3 EXTEND,FLAP 2 EXTEND,FLAP 1 EXTEND,FLAP HANDLE POSN,Flap Handle Selection,WIND DIRECTION TRUE,SELECTED FUEL FLOW #2 (KG),SELECTED FUEL FLOW #1 (KG),RIGHT MAIN FUEL QTY (KG),LEFT MAIN FUEL QTY (KG),CENTER MAIN FUEL QTY (KG),AUX TANK FUEL QTY ( KG),TRUE AIRSPEED (derived),V2 SPEED,V1 SPEED,TOTAL AIR TEMP,MACH,IAS DISPLAY,CAPT GROUNDSPEED,COMPUTED AIRSPEED,PRES POSN LONG,PRES POSN LAT,WIND DIRECTION TRUE.1,Flight Phases,Altitude Change
1652.0,50.165413,3.613566,11964.2,39252.7,203.2,,,U 3.2,,87.5,87.5,87.5,,0.0,False (0),False (0),False (0),False (0),0.4,0.0,,1067.0,1074.0,,,,,440.3,,,-35.75,0.776,Display - Mach (0),479.0,239.8,,,,Cruise,665.8999999999942
1653.0,50.163311,3.612492,11964.4,39253.2,203.2,,60.0,U 3.2,,,,,0.0,,False (0),False (0),False (0),False (0),0.4,0.0,,1067.0,1074.0,,,,,440.0,,,-35.75,0.776,Display - Mach (0),479.0,239.5,,,,Cruise,657.0
1654.0,50.161209,3.611419,11964.2,39252.7,203.2,,,U 3.2,90.38,,87.5,87.38,,,False (0),False (0),False (0),False (0),0.4,0.0,331.2,1067.0,1074.0,,,,,440.3,,,-35.75,0.776,Display - Mach (0),479.0,239.8,,N50 09.65,,Cruise,646.6999999999971
1655.0,50.159107,3.610352,11964.3,39253.0,203.2,61871.0,,U 3.2,,,,,,,False (0),False (0),False (0),False (0),0.4,0.0,,1067.0,1074.0,,,,,440.0,,,-35.75,0.776,Display - Mach (0),479.0,239.5,E003 36.58,,,Cruise,637.6999999999971
1656.0,50.156998,3.609315,11964.1,39252.4,203.2,,,U 3.2,,87.5,87.38,87.38,,0.0,False (0),False (0),False (0),False (0),0.4,0.0,,1067.0,1074.0,,,,,440.3,,,-35.75,0.776,Display - Mach (0),479.0,239.8,,,,Cruise,629.5999999999985
1657.0,50.154896,3.608285,11964.3,39252.9,203.2,,59.5,U 3.2,,,,,0.0,,False (0),False (0),False (0),False (0),0.4,0.0,,1067.0,1074.0,,,,,440.0,,,-35.75,0.776,Display - Mach (0),479.0,239.5,,,,Cruise,622.0
1658.0,50.152786,3.607255,11964.3,39253.0,203.2,,,U 3.2,90.38,,87.38,87.38,,,False (0),False (0),False (0),False (0),0.4,0.0,331.2,1067.0,1074.0,,,,,440.0,,,-35.75,0.776,Display - Mach (0),479.0,239.5,,N50 09.14,,Cruise,612.9000000000015
1659.0,50.150646,3.606224,11964.4,39253.4,203.2,,,U 3.2,,,,,,,False (0),False (0),False (0),False (0),0.4,0.0,,1067.0,1074.0,,,,,440.0,,,-35.75,0.776,Display - Mach (0),479.0,239.5,E003 36.33,,,Cruise,604.7000000000044
1660.0,50.148502,3.605194,11964.2,39252.5,203.2,,,U 3.2,,87.4,87.38,87.38,,0.0,False (0),False (0),False (0),False (0),0.4,0.0,,1074.0,1081.0,,,,,440.0,,,-35.75,0.775,Display - Mach (0),479.0,239.5,,,,Cruise,593.6999999999971
1661.0,50.146355,3.604164,11963.9,39251.7,203.2,,59.5,U 3.2,,,,,0.0,,False (0),False (0),False (0),False (0),0.4,0.0,,1067.0,1074.0,,,,,439.6,,,-35.75,0.775,Display - Mach (0),479.0,239.3,,,,Cruise,583.5999999999985
1662.0,50.144215,3.603133,11964.1,39252.2,203.2,,,U 3.2,90.38,,87.38,87.38,,,False (0),False (0),False (0),False (0),0.4,0.0,331.2,1067.0,1074.0,,,,,439.6,,,-35.75,0.775,Display - Mach (0),478.5,239.3,,N50 08.63,,Cruise,574.1999999999971
1663.0,50.142109,3.602103,11964.1,39252.1,203.2,,,U 3.2,,,,,,,False (0),False (0),False (0),False (0),0.4,0.0,,1067.0,1074.0,,,,,439.6,,,-35.75,0.775,Display - Mach (0),478.5,239.3,E003 36.09,,,Cruise,563.5999999999985
1664.0,50.140003,3.601073,11964.0,39251.8,203.2,,,U 3.2,,87.4,87.38,87.38,,0.0,False (0),False (0),False (0),False (0),0.4,0.0,,1067.0,1074.0,,,,,439.6,,,-35.75,0.775,Display - Mach (0),478.5,239.3,,,,Cruise,552.8000000000029
1665.0,50.137901,3.600042,11963.8,39251.2,203.2,,60.0,U 3.2,,,,,0.0,,False (0),False (0),False (0),False (0),0.4,0.0,,1067.0,1074.0,,,,,439.6,,,-35.75,0.774,Display - Mach (0),478.5,239.3,,,,Cruise,540.1999999999971
1666.0,50.135799,3.599012,11963.9,39251.6,203.2,,,U 3.2,90.38,,87.38,87.38,,,False (0),False (0),False (0),False (0),0.4,0.0,330.8,1067.0,1074.0,,,,,439.2,,,-35.75,0.774,Display - Mach (0),478.5,239.0,,N50 08.12,,Cruise,530.1999999999971
1667.0,50.133698,3.597981,11963.8,39251.3,203.2,,,U 3.2,,,,,,,False (0),False (0),False (0),False (0),0.4,0.0,,1067.0,1074.0,,,,,439.2,,,-35.75,0.774,Display - Mach (0),478.5,239.0,E003 35.84,,,Cruise,518.8000000000029
1668.0,50.131592,3.596951,11963.3,39249.7,203.2,,,U 3.2,,87.4,87.38,87.38,,0.0,False (0),False (0),False (0),False (0),0.4,0.0,,1067.0,1074.0,,,,,439.2,,,-35.75,0.774,Display - Mach (0),478.5,239.0,,,,Cruise,505.1999999999971
1669.0,50.12949,3.595921,11963.2,39249.3,203.2,,60.5,U 3.2,,,,,0.0,,False (0),False (0),False (0),False (0),0.4,0.0,,1067.0,1074.0,,,,,439.6,,,-35.75,0.775,Display - Mach (0),478.5,239.3,,,,Cruise,494.0
1670.0,50.127384,3.594891,11963.1,39249.0,203.2,,,U 3.2,90.38,,87.38,87.38,,,False (0),False (0),False (0),False (0),0.4,0.0,330.8,1067.0,1074.0,,,,,439.6,,,-35.75,0.775,Display - Mach (0),478.5,239.3,,N50 07.62,,Cruise,481.09999999999854
1671.0,50.125282,3.59386,11962.9,39248.5,203.2,,,U 3.2,,,,,,,False (0),False (0),False (0),False (0),0.4,0.0,,1067.0,1074.0,,,,,439.6,,,-35.75,0.775,Display - Mach (0),478.5,239.3,E003 35.59,,,Cruise,467.4000000000015
1672.0,50.123177,3.59283,11963.2,39249.5,203.2,,,U 3.2,,87.4,87.38,87.38,,0.0,False (0),False (0),False (0),False (0),0.4,0.0,,1067.0,1074.0,,,,,439.2,,,-35.75,0.774,Display - Mach (0),478.5,239.0,,,,Cruise,457.09999999999854
1673.0,50.121075,3.591799,11963.0,39248.7,203.2,,60.5,U 3.2,,,,,0.0,,False (0),False (0),False (0),False (0),0.4,0.0,,1067.0,1074.0,,,,,439.6,,,-35.75,0.774,Display - Mach (0),478.5,239.3,,,,Cruise,445.2999999999956
1674.0,50.118973,3.590769,11962.7,39247.8,203.5,,,U 3.2,90.38,,87.38,87.38,,,False (0),False (0),False (0),False (0),0.4,0.0,330.8,1074.0,1074.0,,,,,439.6,,,-35.75,0.775,Display - Mach (0),478.5,239.3,,N50 07.11,,Cruise,432.8000000000029
1675.0,50.116871,3.589732,11962.6,39247.3,203.5,,,U 3.2,,,,,,,False (0),False (0),False (0),False (0),0.4,0.0,,1074.0,1074.0,,,,,439.6,*384.00,,-35.75,0.774,Display - Mach (0),478.5,239.3,E003 35.34,,,Cruise,421.2000000000044
1676.0,50.114765,3.588665,11962.3,39246.5,203.2,,,U 3.2,,87.4,87.38,87.38,,0.0,False (0),False (0),False (0),False (0),0.4,0.0,,1067.0,1074.0,,,,,439.2,,,-35.75,0.774,Display - Mach (0),478.5,239.0,,,,Cruise,408.59999999999854
1677.0,50.112663,3.587592,11962.2,39246.2,203.2,,60.5,U 3.2,,,,,0.0,,False (0),False (0),False (0),False (0),0.4,0.0,,1074.0,1074.0,,,,,439.2,,,-35.75,0.774,Display - Mach (0),478.5,239.0,,,,Cruise,396.1999999999971
1678.0,50.110554,3.586519,11962.2,39246.0,203.2,,,U 3.2,90.38,,87.38,87.38,,,False (0),False (0),False (0),False (0),0.4,0.0,330.8,1074.0,1074.0,,,,,439.2,,,-35.75,0.774,Display - Mach (0),478.5,239.0,,N50 06.61,,Cruise,382.6999999999971
1679.0,50.108414,3.585452,11962.2,39245.9,203.2,,,U 3.2,,,,,,,False (0),False (0),False (0),False (0),0.4,0.0,,1074.0,1074.0,,,,,439.2,,,-35.75,0.774,Display - Mach (0),478.5,239.0,E003 35.09,,,Cruise,370.5
1680.0,50.10627,3.584415,11962.0,39245.4,203.2,,,U 3.2,,87.4,87.38,87.38,,0.0,False (0),False (0),False (0),False (0),0.4,0.0,,1074.0,1081.0,,,,,439.2,,,-35.75,0.774,Display - Mach (0),478.5,239.0,,,,Cruise,357.90000000000146
1681.0,50.104122,3.583385,11961.6,39244.2,203.2,,60.5,U 3.2,,,,,0.0,,False (0),False (0),False (0),False (0),0.4,0.0,,1074.0,1074.0,,,,,439.2,,,-35.75,0.774,Display - Mach (0),478.5,239.0,,,,Cruise,343.6999999999971
1682.0,50.101982,3.582355,11961.8,39244.9,203.2,,,U 3.2,90.38,,87.38,87.38,,,False (0),False (0),False (0),False (0),0.4,0.0,330.8,1074.0,1074.0,,,,,438.8,,,-35.75,0.774,Display - Mach (0),478.5,238.8,,N50 06.09,,Cruise,330.7000000000044
1683.0,50.099876,3.581324,11961.5,39243.6,203.2,,,U 3.2,,,,,,,False (0),False (0),False (0),False (0),0.4,0.0,,1067.0,1074.0,,,,,438.8,,*384.00,-35.75,0.773,Display - Mach (0),478.5,238.8,E003 34.84,,,Cruise,318.1999999999971
1684.0,50.097771,3.580294,11961.3,39243.1,203.2,,,U 3.2,,87.4,87.38,87.38,,0.0,False (0),False (0),False (0),False (0),0.4,0.0,,1067.0,1074.0,,,,,438.8,,,-35.75,0.773,Display - Mach (0),478.0,238.8,,,,Cruise,304.59999999999854
1685.0,50.095665,3.579263,11961.0,39242.2,203.2,,60.5,U 3.2,,,,,0.0,,False (0),False (0),False (0),False (0),0.4,0.0,,1067.0,1074.0,,,,,438.6,,,-36.0,0.774,Display - Mach (0),478.0,238.8,,,,Cruise,291.79999999999563
1686.0,50.093563,3.578233,11960.9,39241.9,203.2,,,U 3.2,90.25,,87.25,87.25,,,False (0),False (0),False (0),False (0),0.4,0.0,331.2,1060.0,1067.0,,,,,438.9,,,-36.0,0.774,Display - Mach (0),478.0,239.0,,N50 05.59,,Cruise,280.59999999999854
1687.0,50.091461,3.577203,11960.9,39241.8,203.2,,,U 3.2,,,,,,,False (0),False (0),False (0),False (0),0.4,0.0,,1060.0,1067.0,,,,,438.9,,,-36.0,0.774,Display - Mach (0),478.0,239.0,E003 34.59,,,Cruise,270.0
1688.0,50.089355,3.576172,11960.9,39241.8,203.2,,,U 3.2,,87.3,87.25,87.25,,0.0,False (0),False (0),False (0),False (0),0.4,0.0,,1060.0,1067.0,,,,,438.9,,,-36.0,0.774,Display - Mach (0),478.0,239.0,,,,Cruise,257.90000000000146
1689.0,50.087254,3.575142,11961.1,39242.5,203.2,,60.0,U 3.2,,,,,0.0,,False (0),False (0),False (0),False (0),0.4,0.0,,1067.0,1067.0,,,,,438.6,,,-36.0,0.773,Display - Mach (0),478.0,238.8,,,,Cruise,247.3000000000029
1690.0,50.085152,3.574112,11961.3,39243.0,203.2,,,U 3.2,90.25,,87.25,87.25,,,False (0),False (0),False (0),False (0),0.4,0.0,331.2,1067.0,1067.0,,,,,439.0,,,-36.0,0.774,Display - Mach (0),478.0,239.0,,N50 05.08,,Cruise,235.8000000000029
1691.0,50.08305,3.573081,11961.0,39242.2,203.2,,,U 3.2,,,,,,,False (0),False (0),False (0),False (0),0.4,0.0,,1067.0,1067.0,,,,,439.0,,,-36.0,0.774,Display - Mach (0),478.0,239.0,E003 34.34,,,Cruise,221.6999999999971
1692.0,50.080944,3.572051,11960.8,39241.6,203.2,,,U 3.2,,87.3,87.25,87.25,,0.0,False (0),False (0),False (0),False (0),0.4,0.0,,1067.0,1074.0,,,,,438.6,,,-36.0,0.774,Display - Mach (0),478.0,238.8,,,,Cruise,209.0
1693.0,50.078842,3.571021,11961.3,39243.0,203.2,,60.0,U 3.2,,,,,0.0,,False (0),False (0),False (0),False (0),0.4,0.0,,1067.0,1074.0,,,,,438.6,,,-36.0,0.773,Display - Mach (0),478.0,238.8,,,,Cruise,198.1999999999971
1694.0,50.07674,3.56999,11961.6,39244.2,203.2,,,U 3.2,90.25,,87.25,87.25,,,False (0),False (0),False (0),False (0),0.4,0.0,331.2,1067.0,1074.0,,,,,438.6,,,-36.0,0.773,Display - Mach (0),478.0,238.8,,N50 04.58,,Cruise,186.1999999999971
1695.0,50.074638,3.56896,11961.4,39243.4,203.2,,,U 3.2,,,,,,,False (0),False (0),False (0),False (0),0.4,0.0,,1067.0,1067.0,,2263.0,,,438.6,,,-36.0,0.773,Display - Mach (0),478.0,238.8,E003 34.10,,,Cruise,173.20000000000437
1696.0,50.072533,3.56793,11961.9,39245.1,203.1,,,U 3.2,,87.3,87.25,87.25,,0.0,False (0),False (0),False (0),False (0),0.4,0.0,,1067.0,1067.0,,,,,438.6,,,-36.0,0.774,Display - Mach (0),478.0,238.8,,,,Cruise,162.6999999999971
1697.0,50.070431,3.566899,11962.1,39245.7,203.1,,60.0,U 3.2,,,,,0.0,,False (0),False (0),False (0),False (0),0.4,0.0,,1067.0,1074.0,,,,,438.6,,,-36.0,0.774,Display - Mach (0),478.0,238.8,,,,Cruise,150.1999999999971
1698.0,50.068336,3.565869,11962.4,39246.8,203.1,,,U 3.2,90.25,,87.25,87.25,,,False (0),False (0),False (0),False (0),0.4,0.0,330.8,1067.0,1074.0,,,,,439.0,,,-36.0,0.774,Display - Mach (0),477.5,239.0,,N50 04.07,,Cruise,139.8000000000029
1699.0,50.066269,3.564839,11962.3,39246.5,203.1,,,U 3.2,,,,,,,False (0),False (0),False (0),False (0),0.4,0.0,,1067.0,1074.0,2286.0,,,,439.0,,,-36.0,0.774,Display - Mach (0),477.5,239.0,E003 33.85,,,Cruise,127.0
1700.0,50.064205,3.563808,11962.7,39247.8,203.1,,,U 3.2,,87.3,87.25,87.25,,0.0,False (0),False (0),False (0),False (0),0.4,0.0,,1067.0,1074.0,,,,,439.0,,,-36.0,0.774,Display - Mach (0),477.5,239.0,,,,Cruise,116.20000000000437
1701.0,50.062145,3.562778,11963.0,39248.6,203.1,,60.0,U 3.2,,,,,0.0,,False (0),False (0),False (0),False (0),0.4,0.0,,1067.0,1074.0,,,,,439.0,,,-36.0,0.774,Display - Mach (0),477.5,239.0,,,,Cruise,104.59999999999854
1702.0,50.060078,3.561748,11963.0,39248.8,203.1,,,U 3.2,90.25,,87.25,87.25,,,False (0),False (0),False (0),False (0),0.4,0.0,330.5,1067.0,1074.0,,,,,439.0,,,-36.0,0.774,Display - Mach (0),477.5,239.0,,N50 03.58,,Cruise,93.5
1703.0,50.057983,3.560717,11963.2,39249.2,203.1,,,U 3.2,,,,,,,False (0),False (0),False (0),False (0),0.4,0.0,,1067.0,1074.0,,,0.0,,439.0,,,-36.0,0.774,Display - Mach (0),477.5,239.0,E003 33.60,,,Cruise,81.79999999999563
1704.0,50.055878,3.559687,11963.0,39248.7,203.1,,,U 3.2,,87.3,87.25,87.25,,0.0,False (0),False (0),False (0),False (0),0.4,0.0,,1067.0,1074.0,,,,,439.0,,,-36.0,0.774,Display - Mach (0),477.5,239.0,,,,Cruise,67.89999999999418
1705.0,50.053776,3.558656,11963.1,39249.0,203.1,,59.5,U 3.0,,,,,0.0,,False (0),False (0),False (0),False (0),0.4,0.0,,1067.0,1067.0,,,,,439.0,,,-36.0,0.774,Display - Mach (0),477.5,239.0,,,,Cruise,55.19999999999709
1706.0,50.051666,3.557626,11962.9,39248.4,203.1,,,U 3.0,90.25,,87.25,87.25,,,False (0),False (0),False (0),False (0),0.4,0.0,330.5,1067.0,1074.0,,,,,439.4,,,-36.0,0.775,Display - Mach (0),477.5,239.3,,N50 03.07,,Cruise,41.59999999999855
1707.0,50.049526,3.556596,11963.0,39248.8,203.1,,,U 3.2,,,,,,,False (0),False (0),False (0),False (0),0.4,0.0,,1067.0,1074.0,,,,0.0,439.4,,,-36.0,0.774,Display - Mach (0),477.5,239.3,E003 33.36,,,Cruise,28.40000000000145
1708.0,50.047382,3.555565,11963.0,39248.7,203.1,,,U 3.2,,87.3,87.25,87.25,,0.0,False (0),False (0),False (0),False (0),0.4,0.0,,1067.0,1074.0,,,,,439.0,,,-36.0,0.774,Display - Mach (0),477.5,239.0,,,,Cruise,15.69999999999709
1709.0,50.045235,3.554535,11962.7,39247.7,203.1,,59.5,U 3.0,,,,,0.0,,False (0),False (0),False (0),False (0),0.4,0.0,,1067.0,1074.0,,,,,439.0,,,-36.0,0.774,Display - Mach (0),477.5,239.0,,,,Cruise,3.3999999999941792
1710.0,50.043095,3.553505,11962.4,39246.7,203.1,,,U 3.0,90.25,,87.25,87.25,,,False (0),False (0),False (0),False (0),0.4,0.0,330.5,1067.0,1074.0,,,,,439.4,,,-36.0,0.775,Display - Mach (0),477.5,239.3,,N50 02.56,,Cruise,-8.30000000000291
