Time (secs),[3d Latitude],[3d Longitude],[3d Altitude M],[3d Altitude Ft],[3d Heading],GROSS WEIGHT (KG),WIND SPEED,CAPT PITCH ATT,RIGHT ENG N2 TACHO,RIGHT ENG N1 TACHO,N1 #2 COMMAND INDICATED,N1 #1 COMMAND INDICATED,TE FLAP POSN - RIGHT,TE FLAP POSN - LEFT,FLAP 4 EXTEND,FLAP 3 EXTEND,FLAP 2 EXTEND,FLAP 1 EXTEND,FLAP HANDLE POSN,Flap Handle Selection,WIND DIRECTION TRUE,SELECTED FUEL FLOW #2 (KG),SELECTED FUEL FLOW #1 (KG),RIGHT MAIN FUEL QTY (KG),LEFT MAIN FUEL QTY (KG),CENTER MAIN FUEL QTY (KG),AUX TANK FUEL QTY ( KG),TRUE AIRSPEED (derived),V2 SPEED,V1 SPEED,TOTAL AIR TEMP,MACH,IAS DISPLAY,CAPT GROUNDSPEED,COMPUTED AIRSPEED,PRES POSN LONG,PRES POSN LAT,WIND DIRECTION TRUE.1,Flight Phases,Altitude Change
2027.0,50.472805,3.706875,11935.4,39158.0,215.8,,,U 3.9,,,,,,,False (0),False (0),False (0),False (0),0.4,0.0,,1524.0,1546.0,,,,0.0,440.8,,,-26.75,0.761,Display - Mach (0),457.5,234.8,E003 42.41,,,Cruise,1227.9000000000017
2028.0,50.470917,3.705323,11937.0,39163.3,215.8,,,U 3.9,,100.0,100.0,100.0,,0.0,False (0),False (0),False (0),False (0),0.4,0.0,,1524.0,1546.0,,,,,440.9,,,-26.75,0.761,Display - Mach (0),458.0,234.8,,,,Cruise,1210.0
2029.0,50.469028,3.703779,11938.8,39169.1,215.8,,58.5,U 3.9,,,,,0.0,,False (0),False (0),False (0),False (0),0.4,0.0,,1531.0,1546.0,,,,,440.9,,,-26.75,0.761,Display - Mach (0),458.0,234.8,,,,Cruise,1191.5999999999983
2030.0,50.467148,3.702233,11940.4,39174.7,215.8,,,U 3.9,96.13,,100.0,100.0,,,False (0),False (0),False (0),False (0),0.4,0.0,318.5,1531.0,1546.0,,,,,441.0,,,-26.75,0.761,Display - Mach (0),458.0,234.8,,N50 28.01,,Cruise,1171.699999999997
2031.0,50.465294,3.700688,11941.8,39179.2,215.8,,,U 3.9,,,,,,,False (0),False (0),False (0),False (0),0.4,0.0,,1531.0,1546.0,,,,,441.0,,,-26.75,0.761,Display - Mach (0),458.0,234.8,E003 42.04,,,Cruise,1154.0
2032.0,50.463448,3.699143,11943.5,39184.9,215.8,,,U 3.9,,99.9,99.75,100.0,,0.0,False (0),False (0),False (0),False (0),0.4,0.0,,1524.0,1546.0,,,,,440.7,,,-26.75,0.761,Display - Mach (0),458.0,234.5,,,,Cruise,1136.5999999999983
2033.0,50.461605,3.697598,11945.2,39190.4,215.8,,58.5,U 3.7,,,,,0.0,,False (0),False (0),False (0),False (0),0.4,0.0,,1488.0,1531.0,,,,,440.7,,,-26.75,0.761,Display - Mach (0),458.5,234.5,,,,Cruise,1120.800000000003
2034.0,50.459751,3.696054,11946.5,39194.5,215.8,,,U 3.5,95.5,,99.0,99.13,,,False (0),False (0),False (0),False (0),0.4,0.0,318.9,1459.0,1495.0,,,,,441.1,,,-26.75,0.761,Display - Mach (0),458.5,234.8,,N50 27.57,,Cruise,1104.0999999999983
2035.0,50.45787,3.694509,11947.3,39197.2,215.8,,,U 3.5,,,,,,,False (0),False (0),False (0),False (0),0.4,0.0,,1481.0,1495.0,,,,,441.5,,,-26.75,0.762,Display - Mach (0),459.0,235.0,E003 41.67,,,Cruise,1086.8999999999942
2036.0,50.455982,3.692964,11947.6,39198.3,215.8,,,U 3.3,,98.3,98.13,98.5,,0.0,False (0),False (0),False (0),False (0),0.4,0.0,,1459.0,1510.0,,,,,441.5,,,-26.75,0.762,Display - Mach (0),459.0,235.0,,,,Cruise,1068.5
2037.0,50.454094,3.691419,11947.7,39198.4,215.8,,58.5,U 3.3,,,,,0.0,,False (0),False (0),False (0),False (0),0.4,0.0,,1401.0,1430.0,,,,,441.5,,,-26.75,0.763,Display - Mach (0),459.0,235.0,,,,Cruise,1047.4000000000017
2038.0,50.452209,3.689874,11947.6,39198.1,215.8,,,U 3.3,94.75,,96.88,97.13,,,False (0),False (0),False (0),False (0),0.4,0.0,319.2,1393.0,1415.0,,,,,441.9,,,-26.75,0.763,Display - Mach (0),459.5,235.3,,N50 27.11,,Cruise,1027.0999999999983
2039.0,50.450359,3.688322,11947.2,39196.9,215.8,62706.0,,U 3.2,,,,,,,False (0),False (0),False (0),False (0),0.4,0.0,,1379.0,1401.0,,,,,442.3,,,-26.75,0.764,Display - Mach (0),459.5,235.5,E003 41.30,,,Cruise,1006.5
2040.0,50.448517,3.686741,11946.5,39194.6,215.8,,,U 3.2,,96.4,96.25,96.38,,0.0,False (0),False (0),False (0),False (0),0.4,0.0,,1379.0,1393.0,,,,,442.3,,,-26.75,0.764,Display - Mach (0),460.0,235.5,,,,Cruise,983.5999999999984
2041.0,50.446671,3.685153,11946.3,39193.7,215.8,,58.5,U 3.2,,,,,0.0,,False (0),False (0),False (0),False (0),0.0,0.0,,1372.0,1393.0,,,,,442.6,,,-26.75,0.764,Display - Mach (0),460.0,235.8,,,,Cruise,961.7999999999956
2042.0,50.44482,3.683565,11945.7,39191.9,215.8,,,U 3.3,94.63,,96.0,96.13,,,False (0),False (0),False (0),False (0),0.4,0.0,319.2,1372.0,1393.0,,,,,442.6,,,-26.75,0.765,Display - Mach (0),460.5,235.8,,N50 26.67,,Cruise,939.0999999999984
2043.0,50.44294,3.681984,11945.2,39190.1,215.8,,,U 3.3,,,,,,,False (0),False (0),False (0),False (0),0.4,0.0,,1372.0,1386.0,,,,,442.8,,,-26.5,0.765,Display - Mach (0),460.5,235.8,E003 40.92,,,Cruise,916.4000000000016
2044.0,50.441051,3.680432,11945.0,39189.6,215.8,,,U 3.3,,95.9,95.75,95.88,,0.0,False (0),False (0),False (0),False (0),0.4,0.0,,1372.0,1379.0,,,,,443.2,,,-26.5,0.765,Display - Mach (0),461.0,236.0,,,,Cruise,895.0
2045.0,50.439163,3.678887,11944.6,39188.3,215.8,,59.0,U 3.3,,,,,0.0,,False (0),False (0),False (0),False (0),0.4,0.0,,1364.0,1386.0,,,,,443.2,,,-26.5,0.765,Display - Mach (0),461.0,236.0,,,,Cruise,872.6000000000058
2046.0,50.437275,3.677342,11943.9,39186.2,215.8,,,U 3.3,94.5,,95.75,95.75,,,False (0),False (0),False (0),False (0),0.4,0.0,319.2,1364.0,1386.0,,,,,443.6,,,-26.5,0.766,Display - Mach (0),461.0,236.3,,N50 26.22,,Cruise,848.5999999999985
2047.0,50.435383,3.675791,11944.0,39186.4,215.8,,,U 3.3,,,,,,,False (0),False (0),False (0),False (0),0.4,0.0,,1372.0,1386.0,,,,,444.0,,,-26.5,0.766,Display - Mach (0),461.0,236.5,E003 40.55,,,Cruise,826.7000000000044
2048.0,50.433495,3.67421,11944.0,39186.2,215.8,,,U 3.3,,95.8,95.63,95.75,,0.0,False (0),False (0),False (0),False (0),0.4,0.0,,1364.0,1379.0,,,,,444.0,,,-26.5,0.767,Display - Mach (0),461.5,236.5,,,,Cruise,806.7999999999956
2049.0,50.431606,3.672622,11943.8,39185.6,215.8,,59.0,U 3.3,,,,,0.0,,False (0),False (0),False (0),False (0),0.4,0.0,,1364.0,1379.0,,,,,444.3,,,-26.5,0.767,Display - Mach (0),461.5,236.8,,,,Cruise,785.7999999999956
2050.0,50.429718,3.671034,11943.9,39186.1,215.8,,,U 3.3,94.38,,95.38,95.38,,,False (0),False (0),False (0),False (0),0.4,0.0,318.9,1350.0,1364.0,,,,,444.3,,,-26.5,0.767,Display - Mach (0),461.5,236.8,,N50 25.76,,Cruise,763.2999999999956
2051.0,50.42783,3.669452,11943.9,39186.1,215.8,,,U 3.3,,,,,,,False (0),False (0),False (0),False (0),0.4,0.0,,1350.0,1357.0,,,,,444.3,,,-26.5,0.768,Display - Mach (0),461.5,236.8,E003 40.16,,,Cruise,741.2999999999956
2052.0,50.425941,3.667901,11943.9,39186.0,215.8,,,U 3.3,,95.1,95.13,95.13,,0.0,False (0),False (0),False (0),False (0),0.4,0.0,,1343.0,1357.0,,,,,445.1,,,-26.5,0.769,Display - Mach (0),462.0,237.3,,,,Cruise,719.5999999999985
2053.0,50.424053,3.666356,11943.8,39185.6,215.8,,59.0,U 3.3,,,,,0.0,,False (0),False (0),False (0),False (0),0.4,0.0,,1314.0,1357.0,,,,,445.5,,,-26.5,0.769,Display - Mach (0),462.0,237.5,,,,Cruise,696.0999999999985
2054.0,50.422165,3.664811,11943.5,39184.6,215.8,,,U 3.3,93.75,,93.75,93.88,,,False (0),False (0),False (0),False (0),0.4,0.0,318.5,1277.0,1299.0,,,,,445.5,,,-26.5,0.77,Display - Mach (0),462.0,237.5,,N50 25.31,,Cruise,672.7999999999956
2055.0,50.420277,3.66326,11943.9,39186.2,215.8,,,U 3.3,,,,,,,False (0),False (0),False (0),False (0),0.4,0.0,,1277.0,1292.0,,,,,445.5,,,-26.5,0.77,Display - Mach (0),462.0,237.5,E003 39.79,,,Cruise,651.8999999999942
2056.0,50.418388,3.661678,11943.8,39185.7,215.8,,,U 3.3,,93.0,92.88,93.0,,0.0,False (0),False (0),False (0),False (0),0.4,0.0,,1256.0,1277.0,,,,,445.5,,,-26.5,0.77,Display - Mach (0),462.5,237.5,,,,Cruise,630.6999999999971
2057.0,50.4165,3.66009,11943.7,39185.4,215.8,,59.0,U 3.3,,,,,0.0,,False (0),False (0),False (0),False (0),0.4,0.0,,1256.0,1263.0,,,,,445.8,,,-26.5,0.77,Display - Mach (0),462.5,237.8,,,,Cruise,611.7000000000044
2058.0,50.414612,3.658502,11943.5,39184.6,215.8,,,U 3.3,93.38,,92.38,92.5,,,False (0),False (0),False (0),False (0),0.4,0.0,318.2,1241.0,1256.0,,,,,445.5,,,-26.5,0.77,Display - Mach (0),462.5,237.5,,N50 24.86,,Cruise,591.4000000000015
2059.0,50.412724,3.656921,11943.3,39184.0,215.8,,,U 3.3,,,,,,,False (0),False (0),False (0),False (0),0.4,0.0,,1234.0,1248.0,,,,,445.5,*0.00,,-26.5,0.77,Display - Mach (0),462.5,237.5,E003 39.41,,,Cruise,571.8000000000029
2060.0,50.410835,3.65537,11942.8,39182.4,215.8,,,U 3.3,,91.6,91.5,91.75,,0.0,False (0),False (0),False (0),False (0),0.4,0.0,,1198.0,1227.0,,,,,445.4,,,-26.5,0.77,Display - Mach (0),462.5,237.5,,,,Cruise,551.2000000000044
2061.0,50.408947,3.653825,11942.5,39181.5,215.8,,59.5,U 3.3,,,,,0.0,,False (0),False (0),False (0),False (0),0.4,0.0,,1205.0,1198.0,,,,,445.4,,,-26.5,0.77,Display - Mach (0),462.5,237.5,,,,Cruise,531.6999999999971
2062.0,50.407059,3.65228,11942.6,39181.6,215.8,,,U 3.3,92.88,,91.13,91.13,,,False (0),False (0),False (0),False (0),0.4,0.0,318.2,1190.0,1198.0,,,,,445.1,,,-26.5,0.769,Display - Mach (0),462.5,237.3,,N50 24.41,,Cruise,514.5
2063.0,50.40517,3.650735,11942.1,39180.1,215.8,,,U 3.3,,,,,,,False (0),False (0),False (0),False (0),0.4,0.0,,1183.0,1183.0,,,,,445.0,,,-26.5,0.769,Display - Mach (0),462.5,237.3,E003 39.04,,,Cruise,495.4000000000015
2064.0,50.403282,3.64919,11941.8,39179.2,215.8,,,U 3.3,,91.0,90.88,90.88,,0.0,False (0),False (0),False (0),False (0),0.4,0.0,,1183.0,1183.0,,,,,444.7,,,-26.5,0.768,Display - Mach (0),462.5,237.0,,,,Cruise,477.2999999999956
2065.0,50.401394,3.647645,11941.9,39179.5,215.8,,60.0,U 3.3,,,,,0.0,,False (0),False (0),False (0),False (0),0.4,0.0,,1183.0,1176.0,,,,,444.7,,,-26.5,0.768,Display - Mach (0),462.5,237.0,,,,Cruise,459.9000000000015
2066.0,50.399506,3.6461,11941.8,39179.0,215.8,,,U 3.3,92.75,,90.75,90.75,,,False (0),False (0),False (0),False (0),0.4,0.0,318.9,1176.0,1176.0,,,,,444.7,,,-26.5,0.768,Display - Mach (0),462.5,237.0,,N50 23.95,,Cruise,442.59999999999854
2067.0,50.397617,3.644548,11941.9,39179.5,215.8,,,U 3.3,,,,,,,False (0),False (0),False (0),False (0),0.4,0.0,,1176.0,1176.0,,,,,444.7,,*0.00,-26.5,0.768,Display - Mach (0),462.5,237.0,E003 38.67,,,Cruise,427.0
2068.0,50.395729,3.642967,11941.9,39179.4,215.8,,,U 3.3,,90.8,90.75,90.75,,0.0,False (0),False (0),False (0),False (0),0.4,0.0,,1176.0,1176.0,,,,,444.7,,,-26.5,0.768,Display - Mach (0),462.5,237.0,,,,Cruise,410.8000000000029
2069.0,50.393841,3.641379,11941.6,39178.6,215.8,,60.5,U 3.3,,,,,0.0,,False (0),False (0),False (0),False (0),0.4,0.0,,1183.0,1176.0,,,,,444.3,,,-26.5,0.767,Display - Mach (0),462.5,236.8,,,,Cruise,393.6999999999971
2070.0,50.391953,3.639791,11941.7,39178.7,216.1,,,U 3.3,92.63,,90.75,90.75,,,False (0),False (0),False (0),False (0),0.4,0.0,318.9,1176.0,1176.0,,,,,444.3,,,-26.5,0.767,Display - Mach (0),462.5,236.8,,N50 23.50,,Cruise,379.1999999999971
2071.0,50.39006,3.63821,11942.0,39179.8,216.1,,,U 3.3,,,,,,,False (0),False (0),False (0),False (0),0.4,0.0,,1176.0,1176.0,,,,,444.3,,,-26.5,0.768,Display - Mach (0),462.5,236.8,E003 38.29,,,Cruise,364.9000000000015
2072.0,50.388172,3.636658,11941.9,39179.4,216.1,,,U 3.3,,90.8,90.75,90.75,,0.0,False (0),False (0),False (0),False (0),0.4,0.0,,1176.0,1176.0,,,,,444.3,,,-26.5,0.767,Display - Mach (0),462.5,236.8,,,,Cruise,350.09999999999854
2073.0,50.386284,3.635113,11942.0,39179.9,216.1,,61.0,U 3.3,,,,,0.0,,False (0),False (0),False (0),False (0),0.4,0.0,,1176.0,1176.0,,,,,444.3,,,-26.5,0.768,Display - Mach (0),462.5,236.8,,,,Cruise,335.40000000000146
2074.0,50.384396,3.633568,11942.1,39180.0,216.1,,,U 3.3,92.63,,90.75,90.75,,,False (0),False (0),False (0),False (0),0.4,0.0,318.9,1183.0,1176.0,,,,,444.3,,,-26.5,0.767,Display - Mach (0),462.5,236.8,,N50 23.05,,Cruise,322.0
2075.0,50.382507,3.632023,11942.0,39179.9,216.1,,,U 3.3,,,,,,,False (0),False (0),False (0),False (0),0.4,0.0,,1183.0,1183.0,,,,,443.5,,,-26.5,0.766,Display - Mach (0),462.5,236.3,E003 37.92,,,Cruise,307.8000000000029
2076.0,50.380619,3.630478,11941.9,39179.5,216.1,,,U 3.3,,90.8,90.75,90.75,,0.0,False (0),False (0),False (0),False (0),0.4,0.0,,1183.0,1183.0,,,,,443.9,,,-26.5,0.767,Display - Mach (0),462.5,236.5,,,,Cruise,292.09999999999854
2077.0,50.378731,3.628933,11941.5,39178.1,216.1,,61.5,U 3.3,,,,,0.0,,False (0),False (0),False (0),False (0),0.4,0.0,,1176.0,1183.0,,,,,443.5,,,-26.5,0.766,Display - Mach (0),462.5,236.3,,,,Cruise,276.40000000000146
2078.0,50.376842,3.627389,11941.5,39178.0,215.8,,,U 3.3,92.63,,90.75,90.75,,,False (0),False (0),False (0),False (0),0.4,0.0,319.6,1176.0,1183.0,,,,,443.2,,,-26.5,0.766,Display - Mach (0),462.5,236.0,,N50 22.59,,Cruise,261.5
2079.0,50.374954,3.625844,11941.0,39176.4,215.8,,,U 3.3,,,,,,,False (0),False (0),False (0),False (0),0.4,0.0,,1176.0,1176.0,,2545.0,,,443.5,,,-26.5,0.766,Display - Mach (0),462.5,236.3,E003 37.55,,,Cruise,245.0999999999985
2080.0,50.373066,3.624299,11941.3,39177.5,215.8,,,U 3.3,,90.8,90.75,90.75,,0.0,False (0),False (0),False (0),False (0),0.4,0.0,,1183.0,1183.0,,,,,442.8,,,-26.5,0.765,Display - Mach (0),463.0,235.8,,,,Cruise,232.40000000000143
2081.0,50.371178,3.622754,11940.9,39176.0,215.8,,61.0,U 3.3,,,,,0.0,,False (0),False (0),False (0),False (0),0.4,0.0,,1183.0,1183.0,,,,,444.3,,,-26.5,0.767,Display - Mach (0),462.5,236.8,,,,Cruise,217.5
2082.0,50.369289,3.621209,11941.1,39177.0,215.8,,,U 3.3,92.63,,90.75,90.75,,,False (0),False (0),False (0),False (0),0.4,0.0,319.6,1183.0,1183.0,,,,,444.3,,,-26.5,0.767,Display - Mach (0),463.0,236.8,,N50 22.14,,Cruise,204.1999999999971
2083.0,50.367401,3.619657,11941.2,39177.3,215.8,,,U 3.3,,,,,,,False (0),False (0),False (0),False (0),0.4,0.0,,1190.0,1176.0,2613.0,,,,444.7,,,-26.5,0.768,Display - Mach (0),463.0,237.0,E003 37.18,,,Cruise,191.40000000000143
2084.0,50.365513,3.618076,11941.4,39177.9,216.1,,,U 3.3,,91.0,91.0,90.88,,0.0,False (0),False (0),False (0),False (0),0.4,0.0,,1198.0,1190.0,,,,,443.9,,,-26.5,0.767,Display - Mach (0),463.0,236.5,,,,Cruise,180.0
2085.0,50.363625,3.616488,11941.5,39178.1,215.8,,61.5,U 3.3,,,,,0.0,,False (0),False (0),False (0),False (0),0.4,0.0,,1198.0,1198.0,,,,,443.9,,,-26.5,0.767,Display - Mach (0),463.0,236.5,,,,Cruise,168.1999999999971
2086.0,50.361736,3.6149,11941.6,39178.4,215.8,,,U 3.3,92.75,,91.0,91.0,,,False (0),False (0),False (0),False (0),0.4,0.0,319.2,1198.0,1198.0,,,,,443.9,,,-26.5,0.767,Display - Mach (0),463.0,236.5,,N50 21.69,,Cruise,156.8000000000029
2087.0,50.359848,3.613319,11941.2,39177.2,215.8,,,U 3.3,,,,,,,False (0),False (0),False (0),False (0),0.4,0.0,,1198.0,1198.0,,,0.0,,443.9,,,-26.5,0.767,Display - Mach (0),463.0,236.5,E003 36.80,,,Cruise,144.5
2088.0,50.35796,3.611767,11941.3,39177.6,215.8,,,U 3.3,,91.1,91.13,91.0,,0.0,False (0),False (0),False (0),False (0),0.4,0.0,,1198.0,1198.0,,,,,443.9,,,-26.5,0.767,Display - Mach (0),463.0,236.5,,,,Cruise,134.0
2089.0,50.356071,3.610222,11941.3,39177.4,215.8,,61.5,U 3.3,,,,,0.0,,False (0),False (0),False (0),False (0),0.4,0.0,,1198.0,1198.0,,,,,443.5,,,-26.5,0.766,Display - Mach (0),463.0,236.3,,,,Cruise,123.20000000000437
