Time (secs),[3d Latitude],[3d Longitude],[3d Altitude M],[3d Altitude Ft],[3d Heading],GROSS WEIGHT (KG),WIND SPEED,CAPT PITCH ATT,RIGHT ENG N2 TACHO,RIGHT ENG N1 TACHO,N1 #2 COMMAND INDICATED,N1 #1 COMMAND INDICATED,TE FLAP POSN - RIGHT,TE FLAP POSN - LEFT,FLAP 4 EXTEND,FLAP 3 EXTEND,FLAP 2 EXTEND,FLAP 1 EXTEND,FLAP HANDLE POSN,Flap Handle Selection,WIND DIRECTION TRUE,SELECTED FUEL FLOW #2 (KG),SELECTED FUEL FLOW #1 (KG),RIGHT MAIN FUEL QTY (KG),LEFT MAIN FUEL QTY (KG),CENTER MAIN FUEL QTY (KG),AUX TANK FUEL QTY ( KG),TRUE AIRSPEED (derived),V2 SPEED,V1 SPEED,TOTAL AIR TEMP,MACH,IAS DISPLAY,CAPT GROUNDSPEED,COMPUTED AIRSPEED,PRES POSN LONG,PRES POSN LAT,WIND DIRECTION TRUE.1,Flight Phases,Altitude Change
1962.0,51.038738,3.980163,11262.7,36951.0,207.8,,,U 3.9,96.38,,99.88,99.88,,,False (0),False (0),False (0),False (0),0.0,0.0,237.3,1713.0,1713.0,,,,,447.0,,,-28.0,0.775,Display - Mach (0),411.5,251.5,,N51 03.40,,Cruise,1239.199999999997
1963.0,51.037029,3.978837,11266.5,36963.7,207.8,,,U 3.9,,,,,,,False (0),False (0),False (0),False (0),0.0,0.0,,1713.0,1713.0,,,,0.0,447.1,,,-28.0,0.776,Display - Mach (0),411.5,251.5,E003 57.58,,,Cruise,1233.699999999997
1964.0,51.03532,3.977571,11270.2,36975.7,207.8,,,U 3.9,,99.9,99.88,99.88,,0.0,False (0),False (0),False (0),False (0),0.0,0.0,,1713.0,1713.0,,,,,447.2,,,-28.0,0.776,Display - Mach (0),411.5,251.5,,,,Cruise,1229.8999999999942
1965.0,51.033611,3.976318,11273.6,36986.8,207.8,,41.0,U 3.9,,,,,0.0,,False (0),False (0),False (0),False (0),0.0,0.0,,1713.0,1713.0,,,,,447.3,,,-28.0,0.776,Display - Mach (0),411.5,251.5,,,,Cruise,1224.5
1966.0,51.031902,3.975065,11277.0,36998.0,207.8,,,U 3.9,96.38,,99.88,99.88,,,False (0),False (0),False (0),False (0),0.0,0.0,236.6,1713.0,1713.0,,,,,447.4,,,-28.0,0.776,Display - Mach (0),411.5,251.5,,N51 02.99,,Cruise,1220.0
1967.0,51.030193,3.973799,11280.6,37009.8,207.8,,,U 3.9,,,,,,,False (0),False (0),False (0),False (0),0.0,0.0,,1713.0,1713.0,,,,,447.5,,,-28.0,0.776,Display - Mach (0),411.5,251.5,E003 57.28,,,Cruise,1214.2000000000044
1968.0,51.028484,3.972473,11284.2,37021.7,207.8,,,U 3.9,,99.9,99.88,99.88,,0.0,False (0),False (0),False (0),False (0),0.0,0.0,,1713.0,1713.0,,,,,447.6,,,-28.0,0.776,Display - Mach (0),412.0,251.5,,,,Cruise,1208.7999999999956
1969.0,51.026775,3.971134,11287.9,37033.9,207.8,,40.5,U 3.9,,,,,0.0,,False (0),False (0),False (0),False (0),0.0,0.0,,1706.0,1713.0,,,,,447.7,,,-28.0,0.776,Display - Mach (0),412.0,251.5,,,,Cruise,1205.7000000000044
1970.0,51.025066,3.969796,11291.9,37046.9,207.8,,,U 3.9,96.38,,99.88,99.88,,,False (0),False (0),False (0),False (0),0.0,0.0,235.9,1706.0,1713.0,,,,,447.5,,,-28.0,0.776,Display - Mach (0),412.0,251.3,,N51 02.58,,Cruise,1200.9000000000017
1971.0,51.023357,3.968464,11295.8,37059.6,207.8,,,U 3.5,,,,,,,False (0),False (0),False (0),False (0),0.0,0.0,,1691.0,1706.0,,,,,447.6,,,-28.0,0.776,Display - Mach (0),412.0,251.3,E003 56.96,,,Cruise,1196.9000000000017
