Latitude,Longitude,Burned Fuel (kg),Time Taken (seconds),Temperature Used (Celsius)
50.33703486441392,4.20784335491877,319.0261165968511,0.14890597602874273,-39.722999999999985
49.25764461594668,3.912815842163512,0.06488321669375659,3.0284350424756416e-05,-39.722999999999985
49.257424994694496,3.9127571558410073,139.58760935473927,0.06505938242984047,-39.52299999999997
48.785528788625,3.787870537332499,60.657048520927205,0.028271206413167268,-39.52299999999997
48.58041505016804,3.734329768322399,90.04844571293172,0.04188389812467161,-39.23599999999999
48.27647949508859,3.6558002266355842,411.1150332274159,0.19057310925074852,-38.76099999999997
46.89270664493757,3.3098827647965994,157.4278195362586,0.07276851447639798,-38.36099999999999
46.36397038483353,3.1824698312002337,161.93950428164854,0.07471433315115779,-38.097999999999985
45.82089984677515,3.054183024868,258.41724192471224,0.1194382405831529,-38.347999999999985
44.95234901567753,2.854197838954857,50.28518239457449,0.02324138152654963,-38.347999999999985
45.12139721671846,2.8926357249612815,13.295152364917497,0.006144905792367084,-38.347999999999985
45.07670346020899,2.8824509073525855,115.81080799499708,0.05351269686556514,-38.31099999999998
44.687436564622224,2.7944222108641235,224.1842439694422,0.10346900061256183,-38.14799999999997
43.934509125051164,2.6275101413217885,342.4397047430664,0.15810419211460205,-38.19799999999998
,,2344.298793839176,1.08611712171995,
