Time (secs),[3d Latitude],[3d Longitude],[3d Altitude M],[3d Altitude Ft],[3d Heading],GROSS WEIGHT (KG),WIND SPEED,CAPT PITCH ATT,RIGHT ENG N2 TACHO,RIGHT ENG N1 TACHO,N1 #2 COMMAND INDICATED,N1 #1 COMMAND INDICATED,TE FLAP POSN - RIGHT,TE FLAP POSN - LEFT,FLAP 4 EXTEND,FLAP 3 EXTEND,FLAP 2 EXTEND,FLAP 1 EXTEND,FLAP HANDLE POSN,Flap Handle Selection,WIND DIRECTION TRUE,SELECTED FUEL FLOW #2 (KG),SELECTED FUEL FLOW #1 (KG),RIGHT MAIN FUEL QTY (KG),LEFT MAIN FUEL QTY (KG),CENTER MAIN FUEL QTY (KG),AUX TANK FUEL QTY ( KG),TRUE AIRSPEED (derived),V2 SPEED,V1 SPEED,TOTAL AIR TEMP,MACH,IAS DISPLAY,CAPT GROUNDSPEED,COMPUTED AIRSPEED,PRES POSN LONG,PRES POSN LAT,WIND DIRECTION TRUE.1
43.75,52.321888,4.725231,-1.2,-4.0,144.9,,,D 0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44.0,52.321888,4.725231,-1.2,-4.0,144.9,,,D 0.7,,19.4,19.38,20.5,,0,False (0),False (0),False (0),False (0),-0.4,0,,290,312,,,,,45.2,,,17.5,0.15,Display - IAS (1),0,45,,,
44.25,52.321888,4.725231,-1.2,-4.0,144.9,,,D 0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44.5,52.321888,4.725231,-1.2,-4.0,144.9,,,D 0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44.75,52.321888,4.725231,-1.2,-4.0,144.9,,,D 0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45.0,52.321888,4.725231,-1.2,-4.0,144.9,,0,D 0.7,,,,,0,,False (0),False (0),False (0),False (0),-0.4,0,,290,298,,,,,45.2,,,17.5,0.15,Display - IAS (1),0,45,,,
45.25,52.321888,4.725231,-1.2,-4.0,144.9,,,D 0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45.5,52.321888,4.725231,-1.2,-4.0,144.9,,99.5,D 0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45.75,52.321884,4.725231,-1.2,-4.0,144.9,,,D 0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46.0,52.32188,4.725231,-1.2,-4.0,144.9,,,D 0.7,58.88,,19.38,20.38,,,False (0),False (0),False (0),False (0),-0.4,0,0,290,298,,,,,45.2,,,17.5,0.15,Display - IAS (1),0,45,,N52 18.23,
46.25,52.321873,4.725231,-1.2,-4.0,144.9,,,D 0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46.5,52.321865,4.725231,-1.2,-4.0,144.9,,,D 0.7,,,,,,0,,,,,,,146.6,,,,,,,,,,,,,,,,,
46.75,52.321854,4.725231,-1.2,-4.0,144.9,,,D 0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47.0,52.321846,4.725231,-1.2,-4.0,144.9,,,D 0.7,,,,,,,False (0),False (0),False (0),False (0),-0.4,0,,298,312,,,,,45.2,,,17.5,0.15,Display - IAS (1),0,45,E004 45.87,,
47.25,52.321835,4.725231,-1.2,-4.0,144.9,,,D 0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47.5,52.321823,4.725231,-1.2,-4.0,144.9,,,D 0.7,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,
47.75,52.321812,4.725231,-1.2,-4.0,144.9,,,D 0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48.0,52.3218,4.725231,-1.2,-4.0,144.9,,,D 0.7,,19.4,19.38,20.13,,0,False (0),False (0),False (0),False (0),-0.4,0,,298,312,,,,,45.2,,,17.5,0.15,Display - IAS (1),0,45,,,
48.25,52.321793,4.725231,-1.2,-4.0,144.9,,,D 0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48.5,52.321781,4.725231,-1.2,-4.0,144.9,,,D 0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48.75,52.32177,4.725231,-1.2,-4.0,144.9,,,D 0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49.0,52.321758,4.725231,-1.2,-4.0,144.9,,0,D 0.7,,,,,0,,False (0),False (0),False (0),False (0),-0.4,0,,298,312,,,,,45.2,,,17.25,0.15,Display - IAS (1),0,45,,,
49.25,52.321747,4.725231,-1.2,-4.0,144.9,,,D 0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49.5,52.321735,4.725231,-1.2,-4.0,144.9,,99.5,D 0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49.75,52.321728,4.725231,-1.2,-4.0,144.9,,,D 0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.0,52.321724,4.725231,-1.2,-4.0,144.9,,,D 0.7,58.75,,19.5,19.75,,,False (0),False (0),False (0),False (0),-0.4,0,0,305,312,,,,,45.2,,,17.25,0.15,Display - IAS (1),0,45,,N52 18.22,
50.25,52.321716,4.725231,-1.2,-4.0,144.9,,,D 0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.5,52.321716,4.725231,-1.2,-4.0,144.9,,,D 0.7,,,,,,0,,,,,,,146.6,,,,,,,,,,,,,,,,,
50.75,52.321716,4.725231,-1.2,-4.0,144.9,,,D 0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51.0,52.321716,4.725231,-1.2,-4.0,144.9,,,D 0.7,,,,,,,False (0),False (0),False (0),False (0),-0.4,0,,312,319,,,,,45.2,,,17.5,0.15,Display - IAS (1),0,45,E004 45.87,,
51.25,52.321716,4.725231,-1.2,-4.0,144.9,,,D 0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51.5,52.321716,4.725231,-1.2,-4.0,144.9,,,D 0.7,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,
51.75,52.321716,4.725231,-1.2,-4.0,144.9,,,D 0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52.0,52.321716,4.725231,-1.2,-4.0,144.9,,,D 0.7,,19.5,19.5,19.88,,0,False (0),False (0),False (0),False (0),-0.4,0,,312,327,,,,,45.2,,,17.5,0.15,Display - IAS (1),0,45,,,
52.25,52.321716,4.725231,-1.2,-4.0,144.9,,,D 0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52.5,52.321716,4.725231,-1.2,-4.0,144.9,,,D 0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52.75,52.321716,4.725231,-1.2,-4.0,144.9,,,D 0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53.0,52.321716,4.725231,-1.2,-4.0,144.9,,0,D 0.7,,,,,0,,False (0),False (0),False (0),False (0),-0.4,0,,319,327,,,,,45.2,,,17.5,0.15,Display - IAS (1),0,45,,,
53.25,52.321716,4.725231,-1.2,-4.0,144.9,,,D 0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53.5,52.321716,4.725231,-1.2,-4.0,144.9,,99.5,D 0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53.75,52.321716,4.725231,-1.2,-4.0,144.9,,,D 0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54.0,52.321716,4.725231,-1.2,-4.0,144.9,,,D 0.7,58.88,,19.5,19.75,,,False (0),False (0),False (0),False (0),-0.4,0,0,312,327,,,,,45.2,,,17.5,0.15,Display - IAS (1),0,45,,N52 18.22,
54.25,52.321716,4.725231,-1.2,-4.0,144.9,,,D 0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54.5,52.321716,4.725231,-1.2,-4.0,144.9,,,D 0.7,,,,,,0,,,,,,,146.6,,,,,,,,,,,,,,,,,
54.75,52.321716,4.725231,-1.2,-4.0,144.9,,,D 0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55.0,52.321716,4.725231,-1.2,-4.0,144.9,64810.0,,D 0.7,,,,,,,False (0),False (0),False (0),False (0),-0.4,0,,312,319,,,,,45.2,,,17.25,0.15,Display - IAS (1),0,45,E004 45.87,,
55.25,52.321716,4.725231,-1.2,-4.0,144.9,,,D 0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55.5,52.321716,4.725231,-1.2,-4.0,144.9,,,D 0.7,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,
55.75,52.321716,4.725231,-1.2,-4.0,144.9,,,D 0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56.0,52.321716,4.725231,-1.2,-4.0,144.9,,,D 0.7,,19.6,19.5,19.5,,0,False (0),False (0),False (0),False (0),-0.4,0,,312,319,,,,,45.2,,,17.25,0.15,Display - IAS (1),0,45,,,
56.25,52.321716,4.725231,-1.2,-4.0,144.9,,,D 0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56.5,52.321716,4.725231,-1.2,-4.0,144.9,,,D 0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56.75,52.321716,4.725231,-1.2,-4.0,144.9,,,D 0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57.0,52.321716,4.725231,-1.2,-4.0,144.9,,0,D 0.7,,,,,0,,False (0),False (0),False (0),False (0),-0.4,0,,312,319,,,,,45.2,,,17.25,0.15,Display - IAS (1),0,45,,,
57.25,52.321716,4.725231,-1.2,-4.0,144.9,,,D 0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57.5,52.321716,4.725231,-1.2,-4.0,144.9,,99.5,D 0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57.75,52.321716,4.725231,-1.2,-4.0,144.9,,,D 0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58.0,52.321716,4.725231,-1.2,-4.0,144.9,,,D 0.7,58.88,,19.5,19.5,,,False (0),False (0),False (0),False (0),-0.4,0,0,312,319,,,,,45.2,,,17.25,0.15,Display - IAS (1),0,45,,N52 18.22,
58.25,52.321716,4.725231,-1.2,-4.0,144.9,,,D 0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58.5,52.321716,4.725231,-1.2,-4.0,144.9,,,D 0.7,,,,,,0,,,,,,,146.6,,,,,,,,,,,,,,,,,
58.75,52.321716,4.725231,-1.2,-4.0,144.9,,,D 0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59.0,52.321716,4.725231,-1.2,-4.0,144.9,,,D 0.7,,,,,,,False (0),False (0),False (0),False (0),-0.4,0,,312,319,,,,,45.2,,,17.25,0.15,Display - IAS (1),0,45,E004 45.87,,
59.25,52.321716,4.725231,-1.2,-4.0,144.9,,,D 0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59.5,52.321716,4.725231,-1.2,-4.0,144.9,,,D 0.7,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,
59.75,52.321716,4.725231,-1.2,-4.0,144.9,,,D 0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60.0,52.321716,4.725231,-1.2,-4.0,144.9,,,D 0.7,,19.5,19.5,19.38,,0,False (0),False (0),False (0),False (0),-0.4,0,,312,319,,,,,45.2,,,17.25,0.15,Display - IAS (1),0,45,,,
60.25,52.321716,4.725231,-1.2,-4.0,144.9,,,D 0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60.5,52.321716,4.725231,-1.2,-4.0,144.9,,,D 0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60.75,52.321716,4.725231,-1.2,-4.0,144.9,,,D 0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61.0,52.321716,4.725231,-1.2,-4.0,144.9,,0,D 0.7,,,,,0,,False (0),False (0),False (0),False (0),-0.4,0,,312,319,,,,,45.2,,,17.25,0.15,Display - IAS (1),0,45,,,
61.25,52.321716,4.725231,-1.2,-4.0,144.9,,,D 0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61.5,52.321716,4.725231,-1.2,-4.0,144.9,,99.5,D 0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61.75,52.321716,4.725231,-1.2,-4.0,144.9,,,D 0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62.0,52.321716,4.725231,-1.2,-4.0,144.9,,,D 0.7,58.88,,19.5,19.63,,,False (0),False (0),False (0),False (0),-0.4,0,0,312,319,,,,,45.2,,,17.5,0.15,Display - IAS (1),0,45,,N52 18.22,
62.25,52.321716,4.725231,-1.2,-4.0,144.9,,,D 0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62.5,52.321716,4.725231,-1.2,-4.0,144.9,,,D 0.7,,,,,,0,,,,,,,146.6,,,,,,,,,,,,,,,,,
62.75,52.321716,4.725231,-1.2,-4.0,144.9,,,D 0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63.0,52.321716,4.725231,-1.2,-4.0,144.9,,,D 0.7,,,,,,,False (0),False (0),False (0),False (0),-0.4,0,,312,319,,,,,45.2,,,17.5,0.15,Display - IAS (1),0,45,E004 45.87,,
63.25,52.321716,4.725231,-1.2,-4.0,144.9,,,D 0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63.5,52.321716,4.725231,-1.2,-4.0,144.9,,,D 0.7,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,
63.75,52.321716,4.725231,-1.2,-4.0,144.9,,,D 0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64.0,52.321716,4.725231,-1.2,-4.0,144.9,,,D 0.7,,19.5,19.5,19.75,,0,False (0),False (0),False (0),False (0),-0.4,0,,312,319,,,,,45.2,,,17.5,0.15,Display - IAS (1),0,45,,,
64.25,52.321716,4.725231,-1.2,-4.0,144.9,,,D 0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64.5,52.321716,4.725231,-1.2,-4.0,144.9,,,D 0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64.75,52.321716,4.725231,-1.2,-4.0,144.9,,,D 0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65.0,52.321716,4.725231,-1.2,-4.0,144.9,,0,D 0.7,,,,,0,,False (0),False (0),False (0),False (0),-0.4,0,,312,319,,,,,45.2,,,17.5,0.15,Display - IAS (1),0,45,,,
65.25,52.321716,4.725231,-1.2,-4.0,144.9,,,D 0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65.5,52.321716,4.725231,-1.2,-4.0,144.9,,99.5,D 0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65.75,52.321716,4.725231,-1.2,-4.0,144.9,,,D 0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66.0,52.321716,4.725231,-1.2,-4.0,144.9,,,D 0.7,59,,19.63,19.75,,,False (0),False (0),False (0),False (0),-0.4,0,0,312,319,,,,,45.2,,,17.5,0.15,Display - IAS (1),0,45,,N52 18.22,
66.25,52.321716,4.725231,-1.2,-4.0,144.9,,,D 0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66.5,52.321716,4.725231,-1.2,-4.0,144.9,,,D 0.7,,,,,,0,,,,,,,146.6,,,,,,,,,,,,,,,,,
66.75,52.321716,4.725231,-1.2,-4.0,144.9,,,D 0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67.0,52.321716,4.725231,-1.2,-4.0,144.9,,,D 0.7,,,,,,,False (0),False (0),False (0),False (0),-0.4,0,,312,312,,,,,45.2,,,17.5,0.15,Display - IAS (1),0,45,E004 45.87,,
67.25,52.321716,4.725231,-1.2,-4.0,144.9,,,D 0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67.5,52.321716,4.725231,-1.2,-4.0,144.9,,,D 0.7,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,
67.75,52.321716,4.725231,-1.2,-4.0,144.9,,,D 0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68.0,52.321716,4.725231,-1.2,-4.0,144.9,,,D 0.7,,19.6,19.5,19.38,,0,False (0),False (0),False (0),False (0),-0.4,0,,312,312,,,,,45.2,,,17.5,0.15,Display - IAS (1),0,45,,,
68.25,52.321716,4.725231,-1.2,-4.0,144.9,,,D 0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68.5,52.321716,4.725231,-1.2,-4.0,144.9,,,D 0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68.75,52.321716,4.725231,-1.2,-4.0,144.9,,,D 0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69.0,52.321716,4.725231,-1.2,-4.0,144.9,,0,D 0.7,,,,,0,,False (0),False (0),False (0),False (0),-0.4,0,,312,312,,,,,45.2,,,17.25,0.15,Display - IAS (1),0,45,,,
69.25,52.321716,4.725231,-1.2,-4.0,144.9,,,D 0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69.5,52.321716,4.725231,-1.2,-4.0,144.9,,99.5,D 0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69.75,52.321716,4.725231,-1.2,-4.0,144.9,,,D 0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70.0,52.321716,4.725231,-1.2,-4.0,144.9,,,D 0.7,58.88,,19.5,19.25,,,False (0),False (0),False (0),False (0),-0.4,0,0,312,319,,,,,45.2,,,17.25,0.15,Display - IAS (1),0,45,,N52 18.22,
70.25,52.321716,4.725231,-1.2,-4.0,144.9,,,D 0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70.5,52.321716,4.725231,-1.2,-4.0,144.9,,,D 0.7,,,,,,0,,,,,,,146.6,,,,,,,,,,,,,,,,,
70.75,52.321716,4.725229,-1.2,-4.0,144.9,,,D 0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71.0,52.321716,4.725224,-1.2,-4.0,144.9,,,D 0.7,,,,,,,False (0),False (0),False (0),False (0),-0.4,0,,319,319,,,,,45.2,,,17.5,0.15,Display - IAS (1),0,45,E004 45.87,,
71.25,52.321716,4.725218,-1.2,-4.0,144.9,,,D 0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71.5,52.321716,4.725209,-1.2,-4.0,144.9,,,D 0.7,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,
71.75,52.321716,4.725199,-1.2,-4.0,144.9,,,D 0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72.0,52.321716,4.725188,-1.2,-4.0,144.9,,,D 0.7,,19.6,19.63,19.5,,0,False (0),False (0),False (0),False (0),-0.4,0,,319,319,,,,,45.2,,,17.5,0.15,Display - IAS (1),0,45,,,
72.25,52.321716,4.725177,-1.2,-4.0,144.9,,,D 0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72.5,52.321716,4.725166,-1.2,-4.0,144.9,,,D 0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72.75,52.321716,4.725156,-1.2,-4.0,144.9,,,D 0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73.0,52.321716,4.725145,-1.2,-4.0,144.9,,0,D 0.7,,,,,0,,False (0),False (0),False (0),False (0),28.1,2,,319,319,,,,,45.2,,,17.5,0.15,Display - IAS (1),0,45,,,
73.25,52.321716,4.725134,-1.2,-4.0,144.9,,,D 0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73.5,52.321716,4.725123,-1.2,-4.0,144.9,,99.5,D 0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73.75,52.321716,4.725113,-1.2,-4.0,144.9,,,D 0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74.0,52.321716,4.725102,-1.2,-4.0,144.9,,,D 0.7,58.88,,19.75,19.5,,,False (0),False (0),False (0),False (0),41.5,5,0,319,319,,,,,45.2,,,17.5,0.15,Display - IAS (1),0,45,,N52 18.22,
74.25,52.321716,4.725091,-1.2,-4.0,144.9,,,D 0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74.5,52.321716,4.72508,-1.2,-4.0,144.9,,,D 0.7,,,,,,0.1,,,,,,,146.6,,,,,,,,,,,,,,,,,
74.75,52.321716,4.725072,-1.2,-4.0,144.9,,,D 0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75.0,52.321716,4.725066,-1.2,-4.0,144.9,,,D 0.7,,,,,,,False (0),False (0),False (0),False (0),41.5,5,,327,319,,,,,45.2,145,,17.5,0.15,Display - IAS (1),0,45,E004 45.86,,
75.25,52.321716,4.725061,-1.2,-4.0,144.9,,,D 0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75.5,52.321716,4.725059,-1.2,-4.0,144.9,,,D 0.7,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,
75.75,52.321716,4.725059,-1.2,-4.0,144.9,,,D 0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76.0,52.321716,4.725059,-1.2,-4.0,144.9,,,D 0.7,,19.8,19.75,19.88,,0.3,False (0),False (0),False (0),False (0),41.5,5,,327,319,,,,,45.2,,,17.5,0.15,Display - IAS (1),0,45,,,
76.25,52.321716,4.725059,-1.2,-4.0,144.9,,,D 0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76.5,52.321716,4.725059,-1.2,-4.0,144.9,,,D 0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76.75,52.321716,4.725059,-1.2,-4.0,144.9,,,D 0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77.0,52.321716,4.725059,-1.2,-4.0,144.9,,0,D 0.7,,,,,0.3,,False (0),False (0),False (0),False (0),41.5,5,,327,319,,,,,45.2,,,17.5,0.15,Display - IAS (1),0,45,,,
77.25,52.321716,4.725059,-1.2,-4.0,144.9,,,D 0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77.5,52.321716,4.725059,-1.2,-4.0,144.9,,99.5,D 0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77.75,52.321716,4.725059,-1.2,-4.0,144.9,,,D 0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78.0,52.321716,4.725059,-1.2,-4.0,144.9,,,D 0.7,58.88,,19.75,20.25,,,False (0),False (0),False (0),False (0),41.5,5,0,327,319,,,,,45.2,,,17.5,0.15,Display - IAS (1),0,45,,N52 18.22,
78.25,52.321716,4.725059,-1.2,-4.0,144.9,,,D 0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78.5,52.321716,4.725059,-1.2,-4.0,144.9,,,D 0.7,,,,,,0.4,,,,,,,146.6,,,,,,,,,,,,,,,,,
78.75,52.321716,4.725059,-1.2,-4.0,144.9,,,D 0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79.0,52.321716,4.725059,-1.2,-4.0,144.9,,,D 0.7,,,,,,,False (0),False (0),False (0),False (0),41.5,5,,327,319,,,,,45.2,,,17.5,0.15,Display - IAS (1),0,45,E004 45.86,,
79.25,52.321716,4.725059,-1.2,-4.0,144.9,,,D 0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79.5,52.321716,4.725059,-1.2,-4.0,144.9,,,D 0.7,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,
79.75,52.321716,4.725059,-1.2,-4.0,144.9,,,D 0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80.0,52.321716,4.725059,-1.2,-4.0,144.9,,,D 0.7,,19.8,19.75,20.25,,0.6,False (0),False (0),False (0),False (0),41.5,5,,327,319,,,,,45.2,,,17.5,0.15,Display - IAS (1),0,45,,,
80.25,52.321716,4.725059,-1.2,-4.0,144.9,,,D 0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80.5,52.321716,4.725059,-1.2,-4.0,144.9,,,D 0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80.75,52.321716,4.725059,-1.2,-4.0,144.9,,,D 0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81.0,52.321716,4.725059,-1.2,-4.0,144.9,,0,D 0.7,,,,,0.7,,False (0),False (0),False (0),False (0),41.5,5,,327,327,,,,,45.2,,,17.25,0.15,Display - IAS (1),0,45,,,
81.25,52.321716,4.725059,-1.2,-4.0,144.9,,,D 0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81.5,52.321716,4.725059,-1.2,-4.0,144.9,,99.5,D 0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81.75,52.321716,4.725059,-1.2,-4.0,144.9,,,D 0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82.0,52.321716,4.725059,-1.2,-4.0,144.9,,,D 0.7,58.88,,19.63,20,,,False (0),False (0),False (0),False (0),41.5,5,0,327,319,,,,,45.2,,,17.25,0.15,Display - IAS (1),0,45,,N52 18.22,
82.25,52.321716,4.725059,-1.2,-4.0,144.9,,,D 0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82.5,52.321716,4.725059,-1.2,-4.0,144.9,,,D 0.7,,,,,,0.8,,,,,,,146.6,,,,,,,,,,,,,,,,,
82.75,52.321716,4.725059,-1.2,-4.0,144.9,,,D 0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83.0,52.321716,4.725059,-1.2,-4.0,144.9,,,D 0.7,,,,,,,False (0),False (0),False (0),False (0),41.5,5,,327,319,,,,,45.2,,138,17.25,0.15,Display - IAS (1),0,45,E004 45.86,,
83.25,52.321716,4.725059,-1.2,-4.0,144.9,,,D 0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83.5,52.321716,4.725059,-1.2,-4.0,144.9,,,D 0.7,,,,,0.8,,,,,,,,,,,,,,,,,,,,,,,,,
83.75,52.321716,4.725059,-1.2,-4.0,144.9,,,D 0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84.0,52.321716,4.725059,-1.2,-4.0,144.9,,,D 0.7,,19.8,19.63,19.88,,1,True (1),True (1),True (1),True (1),41.5,5,,327,319,,,,,45.2,,,17.25,0.15,Display - IAS (1),0,45,,,
84.25,52.321716,4.725059,-1.2,-4.0,144.9,,,D 0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84.5,52.321716,4.725059,-1.2,-4.0,144.9,,,D 0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84.75,52.321716,4.725059,-1.2,-4.0,144.9,,,D 0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85.0,52.321716,4.725059,-1.2,-4.0,144.9,,0,D 0.7,,,,,1.1,,True (1),True (1),True (1),True (1),41.5,5,,327,319,,,,,45.2,,,17.25,0.15,Display - IAS (1),0,45,,,
85.25,52.321716,4.725059,-1.2,-4.0,144.9,,,D 0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85.5,52.321716,4.725059,-1.2,-4.0,144.9,,99.5,D 0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85.75,52.321716,4.725059,-1.2,-4.0,144.9,,,D 0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86.0,52.321716,4.725059,-1.2,-4.0,144.9,,,D 0.7,58.88,,19.75,20,,,True (1),True (1),True (1),True (1),41.5,5,0,319,319,,,,,45.2,,,17,0.15,Display - IAS (1),0,45,,N52 18.22,
86.25,52.321716,4.725059,-1.2,-4.0,144.9,,,D 0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86.5,52.321716,4.725059,-1.2,-4.0,144.9,,,D 0.7,,,,,,1.5,,,,,,,146.6,,,,,,,,,,,,,,,,,
