Latitude,Longitude,Burned Fuel (kg),Time Taken (seconds),Temperature Used (Celsius),Estimated FF (kg/hr)
52.62861535033446,8.542292027451927,0.03280409106098435,1.667298369246842e-05,-51.103999999999985,1967.499738862141
52.62865516152533,8.542111578101373,57.388120860261914,0.029074446236569913,-50.69199999999998,1973.8336680022126
52.6217676642334,8.913033579526,26.67647114132539,0.013522954758523163,-50.76699999999997,1972.680646920889
52.59509940909326,9.077983953314417,11.034050836876778,0.005593429861087535,-50.76699999999997,1972.680646920889
52.58763035809878,9.147753029718835,39.379909035880466,0.01996263769168499,-50.76699999999997,1972.680646920889
52.606410129591495,9.40144520611744,43.24464580046188,0.02193031258073702,-50.81699999999998,1971.9119662000066
52.611369885224036,9.681322890632739,31.593639175767585,0.016021830445428268,-50.81699999999998,1971.9119662000066
52.61807032949313,9.885761597249285,44.83374026389737,0.022802844059067833,-51.19199999999998,1966.1468607933878
52.65364452039682,10.175500328101855,13.348642865844662,0.006791895321312774,-51.24199999999999,1965.378180072505
52.65677617637947,10.263234732170034,36.707625799838816,0.01867713103362358,-51.24199999999999,1965.378180072505
52.63462896286877,10.500258942210008,0.22320161789328455,0.0001135667527788725,-51.24199999999999,1965.378180072505
52.63408134955938,10.501349399813645,1.105004391370692,0.0005622349950633557,-51.24199999999999,1965.378180072505
52.63011528101574,10.500942610139042,0.027436957107712073,1.396014130303405e-05,-51.24199999999999,1965.378180072505
52.63016297060577,10.50080112574782,0.16581947676325445,8.437026443284172e-05,-51.24199999999999,1965.378180072505
,,305.7611123143508,0.15516828712530567,,
