Latitude,Longitude,Burned Fuel (kg),Time Taken (seconds),Temperature Used (Celsius)
49.838906737911756,4.19096261871966,25.046342719094184,0.011706214519315543,-39.91099999999997
49.82069344065543,4.060756209940906,10.151752959860193,0.004744748533869691,-39.91099999999997
49.80021179295156,4.017036626109768,175.4445400964314,0.08188903391563544,-39.722999999999985
49.204078506503485,4.154792982415402,264.0942078538979,0.12283715515014174,-39.23599999999999
48.30235248831325,4.0494199982881405,102.82547117680609,0.04782682838435955,-39.23599999999999
47.968389657651784,3.882429286180293,204.90307839992377,0.09527174274453025,-39.18599999999998
47.30230565205746,3.556370745764333,137.75691440852705,0.06385746415918592,-38.76099999999997
46.85029077230711,3.366264927408288,228.94952917265144,0.10582829119428543,-38.36099999999999
46.1072636550658,3.0251741042223808,68.20277056712337,0.031542460785966224,-38.43599999999998
45.87948074309754,2.9594028653337294,152.34649522148098,0.07041324801990052,-38.347999999999985
45.37072187033177,2.815244168334496,203.2690053465963,0.0939245037108043,-38.31099999999998
44.67965892026025,2.764734044619238,53.27255611242909,0.024615648537927286,-38.31099999999998
44.51289878200998,2.66492070779822,196.77918983897135,0.09082059360408586,-38.14799999999997
43.84367697505732,2.663965432754387,32.81698744736786,0.015146206683271522,-38.14799999999997
,,1855.858841321161,0.8604241399432794,
