Latitude,Longitude,Burned Fuel (kg),Time Taken (seconds),Temperature Used (Celsius),Estimated FF (kg/hr)
49.69106439033581,4.480724830134018,0.1904496971874317,8.898082867962399e-05,-39.86099999999999,2140.3452857597786
49.691739956438006,4.480658940700748,4.40602152314966,0.0020585564172584483,-39.86099999999999,2140.3452857597786
49.67854240184778,4.49163802445644,197.0787890098026,0.09173999530815849,-39.347999999999985,2148.2319499560326
49.01843977009446,4.5496708014498,94.7300506925223,0.04409675160750733,-39.347999999999985,2148.2319499560326
48.704511748121114,4.504842029948695,214.1672421852202,0.09946331968658505,-39.02299999999997,2153.2283746417693
48.01322795105757,4.252720068199995,136.36592762301044,0.06324061203617991,-38.82299999999998,2156.303097525299
47.58435675352344,4.040128321687667,214.4327616661547,0.09915337572703747,-38.41099999999997,2162.637026665371
46.91809390065496,3.669812914520839,282.92090879498664,0.13053175090849284,-38.097999999999985,2167.4489679780954
45.988369559929886,3.374322301825964,83.4900973684439,0.03851998298549452,-38.097999999999985,2167.4489679780954
45.716266177574596,3.2768986914982303,78.36454588764657,0.036155197674964834,-38.097999999999985,2167.4489679780954
45.450263552520866,3.2590757296945827,98.1265358544083,0.04524490405196654,-38.01099999999997,2168.786472432431
45.138239068785055,3.1113305423496196,257.2273199469311,0.1188570206543805,-38.31099999999998,2164.1743881071357
44.30829394749561,2.754372926765684,1.2554195913801685,0.0005800916960662321,-38.31099999999998,2164.1743881071357
44.30494007879074,2.7509617392190933,0.10811744175001362,4.995782333630563e-05,-38.31099999999998,2164.1743881071357
,,1662.864187282594,0.769780497406108,,
