Latitude,Longitude,Burned Fuel (kg),Time Taken (seconds),Temperature Used (Celsius),Estimated FF (kg/hr)
51.37868107291699,8.395952620878033,141.96192217143053,0.07089324092067315,-48.82899999999998,2002.4747116622943
51.18340125347982,9.181186599107013,454.68487940809575,0.22645299160349538,-48.478999999999985,2007.8554767084718
50.62883387882392,11.638222209018883,160.5726699272084,0.07987315106352966,-48.31699999999998,2010.3460022441311
50.27412712077065,12.331436928470895,365.12246428752593,0.18075776570861765,-47.69199999999998,2019.9545112551623
49.48817952320857,13.897247830375196,293.9034898187092,0.14490671157002258,-47.15399999999997,2028.2255158118583
48.83691765883247,15.119742236137654,452.48899603777977,0.22062930600009403,-45.678999999999974,2050.901597077892
47.6877413964766,16.804619336460533,211.94306747978163,0.10276367280065223,-44.928999999999974,2062.431807891129
47.23932050802319,17.697810954467567,468.24363036033907,0.22539659120104355,-43.95399999999998,2077.421081948338
46.01303894962455,19.343435817590407,95.27639671861799,0.04586282364539293,-43.95399999999998,2077.421081948338
45.814195366988706,19.740897798956837,477.9090810148791,0.2308830137133813,-44.44199999999998,2069.9187581125243
44.846511883573946,21.85035856573316,329.2094967870258,0.1590446463160799,-44.44199999999998,2069.9187581125243
44.356863611396086,23.40523320579297,307.89298773750704,0.14793554104957288,-43.70399999999998,2081.26448555275
43.965186614290516,24.889880541715055,236.5309491834371,0.11286652888546181,-42.76699999999997,2095.669562262088
43.597293927139454,25.97790628687996,164.33631324048403,0.07826609022519476,-42.50399999999999,2099.7128228539295
,,4160.076344172821,2.0265320747032116,,
