Latitude,Longitude,Burned Fuel (kg),Time Taken (seconds),Temperature Used (Celsius),Estimated FF (kg/hr)
54.67770933064897,9.466441659287964,468.49499498545697,0.22505292422338252,-43.67499999999998,2081.710320370862
54.93915041213872,12.277461149581294,762.0221799738332,0.35763576545149667,-40.486999999999966,2130.72140313433
55.59036389515693,16.65445922875367,809.8093402546535,0.3814395402735438,-40.986999999999966,2123.034595925505
56.17862589862715,21.494353448734913,735.7210979037202,0.3513456835437763,-42.87499999999997,2094.009211904982
56.192973978380394,26.219840837539394,796.2545621409089,0.38466485246085,-44.43699999999998,2069.995626184613
56.73618135950787,30.968667340868752,927.6225500610815,0.4444571473389842,-43.32499999999999,2087.0910854170393
57.5531047318513,36.20441910789468,828.7439444760336,0.39700776078231814,-43.29999999999998,2087.4754257774803
57.798523173313264,41.08382249949304,932.5393930184105,0.44788520455206904,-43.64999999999998,2082.094660731303
57.34326382550636,46.94175326292939,740.3504290482425,0.3560054610963698,-43.81199999999998,2079.6041351956437
57.115030973368874,51.51323529792822,988.9070753520874,0.4770713265156468,-44.24999999999997,2072.870492080713
56.58993531730162,57.64440366424925,597.9040529969459,0.28817539161740535,-44.12499999999997,2074.7921938829195
55.934396407117525,61.219288484978335,789.8728423522947,0.38229169841412053,-44.68699999999998,2066.1522225802
54.60240430903078,65.57407567243314,717.1584174049298,0.34771430122377545,-44.92499999999998,2062.4933023487993
53.126646513045216,69.22572202867913,618.1857106085154,0.3012994773330676,-45.62499999999997,2051.731772256445
51.81742461213335,72.32640879702804,895.062736404799,0.43155862540834683,-44.17499999999998,2074.023513162037
49.83214793229805,76.60488631780328,844.6825799903235,0.40538951743954504,-43.54999999999998,2083.632022173068
48.039936350194516,80.41019041391198,519.6735370228779,0.24475737906168926,-40.974999999999966,2123.2190792985166
47.00334278788696,82.75122400999815,671.8151864367828,0.31276068774677324,-39.361999999999966,2148.016719354186
45.70463466998429,85.73426110544786,1192.4990900222913,0.534092863803171,-33.849999999999966,2232.756082024272
43.12232340686799,90.51372673855536,303.01919857806445,0.13299108392276462,-30.87499999999997,2278.4925849167803
42.452302018235684,91.64971612439973,1149.7851005552448,0.48875326044509376,-26.061999999999983,2352.485791108929
39.96923719850477,95.68690887431417,801.8195770893374,0.3364159136925716,-24.049999999999983,2383.4175033172405
38.27194138287517,98.35282076909222,862.7987976580514,0.36025788478280146,-23.299999999999983,2394.947714130478
36.213728151259744,100.73343446195031,1331.7716748407545,0.5535879608223332,-22.599999999999966,2405.709244222833
33.09228332880041,103.98447050492334,520.172242276085,0.21676014141508532,-22.986999999999966,2399.7596554432025
31.85473388862488,105.16700244215019,825.400624258488,0.34686905709643545,-24.299999999999983,2379.5740997128282
29.999245140396823,107.22570174840288,788.1827209798342,0.3358941933669084,-26.44999999999999,2346.5208287148807
28.343372938903407,109.34228495829946,904.5689480244042,0.3865700670821666,-26.87499999999997,2339.98704258738
26.143385427095634,111.38118772655484,569.6004676710501,0.2441823783614637,-27.349999999999966,2332.6845757389965
,,22894.439072385503,10.472887549273954,,
